sheet,row,row_indent_col,full_name,status,ziel,unit,d_ref,ref_status,ref_ziel
4. Verbrauch,168,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Alternativ zur Kraftstofftraktion: Brennstoffzellen (FC) -Traktion:,,(Passiv),,,4. Verbrauch!L168,4. Verbrauch!M168
4. Verbrauch,169,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.GVk,,0,% v.[161] +[173],,4. Verbrauch!L169,4. Verbrauch!M169
4. Verbrauch,170,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.GVk / Nutzungsgrad FC-Traktion (NG FC),35,35,%,1.924,4. Verbrauch!L170,4. Verbrauch!M170
4. Verbrauch,171,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.GVk / Anteil NE FC-Trakt.an Endverbr.GVk,,0,% v.[161] +[173],,4. Verbrauch!L171,4. Verbrauch!M171
4. Verbrauch,172,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.GVk,,0,% v.[154] | [155],,4. Verbrauch!L172,4. Verbrauch!M172
4. Verbrauch,173,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.GVk / Wasserstoffverbrauch GVk,,0,GWh/a,,4. Verbrauch!L173,4. Verbrauch!M173
4. Verbrauch,174,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.GVk / Wasserstoffverbrauch GVk,,,,,4. Verbrauch!L174,4. Verbrauch!M174
4. Verbrauch,175,F,Mobile Anwendungen (MA) / MA Luftverkehr,,,,,4. Verbrauch!L175,4. Verbrauch!M175
4. Verbrauch,176,F,Mobile Anwendungen (MA) / Bedarfsniveau (statisch),114519.90062392101,114519.900623921,GWh/a,,4. Verbrauch!L176,4. Verbrauch!M176
4. Verbrauch,177,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Zieleinfluss Luftverk.-Leistung/Person,100,100,%,1.968,4. Verbrauch!L177,4. Verbrauch!M177
4. Verbrauch,178,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniv. Luftverk. (nach Entwicklung),114519.90062392101,114519.900623921,GWh/a,,4. Verbrauch!L178,4. Verbrauch!M178
4. Verbrauch,179,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniv. Luftverk. (nach Entwicklung) / Zieleinfluss Luftverkehrs-Effizienz,100,87,%,1.973,4. Verbrauch!L179,4. Verbrauch!M179
